SRA Accession,RECEIPT,TRAVEL,SNP,lat ,lon,Discrepancy Lat/Lon,Country,Region,Sub-region,RECEIPT_datetime,Cluster
SRR5216530,2016-10-05,,1.2.3.18.2226.2749.5881,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-10-05,65
SRR5193292,2016-10-05,,1.2.3.151.151.151.5868,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-10-05,65
SRR5193637,2016-10-25,Kuwait,1.2.3.1861.2560.3216.6116,29.31166,47.481766,0.0,Kuwait,Asia,Western Asia,2016-10-25,65
SRR5193962,2016-12-19,,1.2.3.151.362.363.6331,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-19,65
SRR3049901,2014-06-10,,1.2.3.18.38.38.1449,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-10,65
SRR6900942,2016-12-15,,1.2.3.18.3698.5100.10870,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-15,65
SRR7414793,2016-12-15,,1.2.3.151.362.363.6452,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-15,65
SRR5193936,2016-12-14,,1.2.3.151.362.363.6331,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-14,65
SRR8647922,2016-12-14,,1.2.3.151.362.363.6455,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-14,65
SRR7285604,2016-12-14,,1.2.3.18.62.62.6450,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-14,65
SRR7204622,2016-12-14,,1.2.3.151.362.363.6428,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-14,65
SRR7415062,2016-12-14,,1.2.3.151.362.363.6428,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-14,65
SRR8647329,2016-12-14,,1.2.3.151.362.363.6331,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-14,65
SRR8647447,2016-12-14,,1.2.3.18.180.5130.10996,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-14,65
SRR7351378,2016-12-13,,1.2.3.151.362.363.6447,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-13,65
SRR5216386,2016-12-20,,1.2.3.18.3711.5299.11317,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-20,65
SRR6922121,2016-12-20,,1.2.3.151.362.363.6489,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-20,65
SRR5194194,2016-12-19,Gambia,1.2.3.18.365.3340.6486,13.443182,-15.310139,0.0,Gambia,Africa,Sub-Saharan Africa,2016-12-19,65
SRR5194135,2016-12-19,,1.2.3.151.362.363.6482,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-19,65
SRR1966693,2014-06-10,,1.2.3.18.779.854.1284,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-10,65
SRR5193742,2016-12-19,,1.2.3.151.362.363.6506,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-19,65
SRR6924123,2016-12-19,,1.2.3.151.362.363.6500,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-19,65
SRR5216184,2016-12-16,,1.2.3.151.362.363.6331,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-16,65
SRR5193524,2016-12-16,,1.2.3.151.362.363.6428,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-16,65
SRR7209096,2016-12-15,,1.2.3.151.362.363.6331,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-15,65
SRR8650257,2016-12-15,,1.2.3.151.151.783.6445,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-15,65
SRR8661110,2016-12-15,,1.2.3.18.180.5130.10996,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-15,65
SRR6900969,2016-12-22,,1.2.3.151.362.363.6428,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-22,65
SRR6922690,2016-12-21,,1.2.3.18.359.360.6511,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-21,65
SRR5220107,2016-12-21,,1.2.3.151.362.363.6514,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-21,65
SRR5194028,2016-12-21,,1.2.3.151.362.363.6428,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-21,65
SRR5194144,2016-12-21,,1.2.3.18.365.2876.6503,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-21,65
SRR5215810,2016-12-20,,1.2.3.151.151.783.6433,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-20,65
SRR5215785,2016-12-20,,1.2.3.151.151.783.6433,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-20,65
SRR6900855,2016-09-14,Turkey,1.2.3.18.353.473.5597,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-14,65
SRR7298868,2016-12-13,,1.2.3.151.362.363.6428,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-13,65
SRR7495487,2016-12-13,,1.2.3.151.362.363.6428,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-13,65
SRR7209527,2016-12-13,,1.2.3.151.151.783.6433,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-13,65
SRR7522895,2016-12-13,,1.2.3.151.362.363.6428,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-13,65
SRR8655306,2016-12-13,,1.2.3.151.151.783.2809,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-13,65
SRR5193758,2016-12-12,,1.2.3.151.362.363.6428,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-12,65
SRR6919813,2016-12-12,,1.2.3.151.362.363.6428,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-12,65
SRR7439538,2016-12-12,,1.2.3.18.175.1305.6457,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-12,65
SRR5193701,2016-12-12,,1.2.3.151.362.363.6428,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-12,65
SRR5215679,2016-12-12,,1.2.3.151.151.783.6433,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-12,65
SRR5193440,2016-09-14,Czech republic,1.2.3.18.2226.2749.5593,49.817492,15.472962,0.0,Czech republic,Europe,Eastern Europe,2016-09-14,65
SRR5193486,2016-09-14,Malta,1.2.3.18.183.183.5306,35.937496,14.375416,0.0,Malta,Europe,Southern Europe,2016-09-14,65
SRR6901029,2016-09-14,,1.2.3.18.2190.2684.4717,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-14,65
SRR5193268,2016-09-14,,1.2.3.18.62.62.5654,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-14,65
SRR5215772,2016-09-14,Greece,1.2.3.18.62.62.5250,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2016-09-14,65
SRR5216033,2016-12-20,,1.2.3.18.175.175.3397,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-20,65
SRR7285938,2016-12-15,,1.2.3.151.151.783.6433,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-15,65
SRR3048806,2014-06-11,Turkey,1.2.3.18.353.353.2662,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2014-06-11,65
SRR3049543,2014-06-11,,1.2.3.18.38.38.38,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-11,65
SRR3049443,2014-06-11,,1.2.3.18.38.38.38,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-11,65
SRR1970283,2014-06-11,,1.2.3.151.356.372.641,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-11,65
SRR3049502,2014-06-11,,1.2.3.18.38.38.550,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-11,65
SRR3049094,2014-06-10,,1.2.3.18.38.38.38,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-10,65
SRR3049104,2014-06-10,,1.2.3.18.38.38.38,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-10,65
SRR1967796,2014-06-10,,1.2.3.18.38.38.38,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-10,65
SRR3048999,2014-06-10,,1.2.3.18.38.38.2669,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-10,65
SRR3049939,2014-06-10,,1.2.3.18.38.38.38,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-10,65
SRR3049092,2014-06-10,,1.2.3.18.38.38.2483,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-10,65
SRR3049304,2014-06-10,,1.2.3.18.38.38.1775,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-10,65
SRR3049844,2014-06-10,,1.2.3.18.38.38.38,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-10,65
SRR5193790,2016-09-12,,1.2.3.18.175.782.5024,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-12,65
SRR5220267,2017-01-06,,1.2.3.151.362.363.6835,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-01-06,65
SRR5585207,2017-01-05,,1.2.3.151.362.363.6837,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-01-05,65
SRR5193809,2017-01-05,,1.2.3.151.151.151.6839,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-01-05,65
SRR5216303,2017-01-05,,1.2.3.151.362.363.6827,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-01-05,65
SRR5193540,2017-01-05,,1.2.3.151.362.363.5638,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-01-05,65
SRR5216426,2017-01-05,Poland,1.2.3.18.175.175.6842,51.919438,19.145136,0.0,Poland,Europe,Eastern Europe,2017-01-05,65
SRR5216234,2017-01-04,,1.2.3.151.362.363.6844,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-01-04,65
SRR5194177,2017-01-04,,1.2.3.151.362.363.6828,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-01-04,65
SRR5193178,2016-09-13,,1.2.3.18.353.353.5220,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-13,65
SRR5216308,2016-09-13,,1.2.3.18.2467.3075.5627,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-13,65
SRR5193573,2016-09-12,Turkey,1.2.3.18.2445.3047.5633,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-12,65
SRR5194312,2016-09-12,Turkey,1.2.3.18.2445.3047.5633,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-12,65
SRR5215669,2016-09-12,,1.2.3.151.151.151.5653,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-12,65
SRR5215801,2016-09-12,,1.2.3.18.2246.2777.5302,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-12,65
SRR5193592,2016-09-12,,1.2.3.151.151.783.4540,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-12,65
SRR5584557,2016-12-29,,1.2.3.18.180.5134.10881,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-29,65
SRR5193934,2016-09-12,European continent,1.2.3.151.362.363.5630,#N/A,#N/A,1.0,NA,Europe,,2016-09-12,65
SRR6919105,2016-09-12,European continent,1.2.3.151.362.363.5630,#N/A,#N/A,1.0,NA,Europe,,2016-09-12,65
SRR6900680,2016-09-12,,1.2.3.18.2246.2777.5302,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-12,65
SRR5585270,2017-01-10,,1.2.3.151.362.363.6865,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-01-10,65
SRR8691136,2019-02-22,,1.2.3.18.180.180.12779,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-02-22,65
SRR8691528,2019-02-22,,1.2.3.18.3698.5835.12777,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-02-22,65
SRR8704735,2019-02-21,,1.2.3.18.2180.2669.12783,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-02-21,65
SRR8667277,2019-02-20,Barbados,1.2.3.18.180.180.12747,13.193887,-59.543198,0.0,Barbados,Americas,Latin America and the Caribbean,2019-02-20,65
SRR8691693,2019-02-20,Barbados,1.2.3.18.180.180.12776,13.193887,-59.543198,0.0,Barbados,Americas,Latin America and the Caribbean,2019-02-20,65
SRR8758378,2019-03-01,,1.2.3.18.4104.5846.12814,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-03-01,65
SRR8724911,2019-02-27,,1.2.3.18.180.180.12793,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-02-27,65
SRR8717212,2019-02-27,Kenya,1.2.3.18.4049.5718.12787,-0.023559,37.906193,0.0,Kenya,Africa,Sub-Saharan Africa,2019-02-27,65
SRR8724713,2019-02-27,,1.2.3.18.2180.2669.12792,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-02-27,65
SRR8724678,2019-02-27,Saudi arabia,1.2.3.18.365.1120.12788,23.885942,45.079162,0.0,Saudi arabia,Asia,Western Asia,2019-02-27,65
SRR5194033,2016-12-23,,1.2.3.151.362.363.6681,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-23,65
SRR5216446,2016-12-20,,1.2.3.151.362.363.6487,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-20,65
SRR6920479,2016-09-14,Malta,1.2.3.18.183.183.5306,35.937496,14.375416,0.0,Malta,Europe,Southern Europe,2016-09-14,65
SRR5193362,2016-09-14,,1.2.3.18.175.175.5601,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-14,65
SRR6924107,2016-09-14,Turkey,1.2.3.18.2445.3051.5547,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-14,65
SRR5193906,2016-09-13,,1.2.3.151.356.3083.5660,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-13,65
SRR5193831,2016-09-13,European continent,1.2.3.151.151.783.5643,#N/A,#N/A,1.0,NA,Europe,,2016-09-13,65
SRR5194005,2016-09-13,,1.2.3.18.2190.2684.4695,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-13,65
SRR5215479,2016-09-13,Turkey,1.2.3.18.353.353.5621,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-13,65
SRR5193871,2016-09-13,Turkey,1.2.3.18.353.2128.5668,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-13,65
SRR5194019,2016-09-13,Greece,1.2.3.18.62.62.5654,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2016-09-13,65
SRR5216266,2016-09-13,Poland,1.2.3.18.180.180.11246,51.919438,19.145136,0.0,Poland,Europe,Eastern Europe,2016-09-13,65
SRR5215798,2016-09-13,,1.2.3.18.180.180.11177,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-13,65
SRR6918648,2016-12-29,,1.2.3.151.362.363.6331,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-29,65
SRR5216295,2016-12-28,,1.2.3.151.151.783.6433,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-28,65
SRR8655341,2016-12-13,,1.2.3.151.151.783.6433,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-13,65
SRR5194287,2016-12-22,,1.2.3.151.151.783.2809,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-22,65
SRR6919975,2016-12-22,,1.2.3.151.362.363.6507,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-22,65
SRR5193881,2016-12-22,,1.2.3.151.362.363.6331,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-22,65
SRR5193160,2016-12-22,,1.2.3.151.362.363.6331,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-22,65
SRR5220431,2016-09-13,,1.2.3.18.2445.3047.5539,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-13,65
SRR5215485,2016-09-13,,1.2.3.18.180.180.10958,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-13,65
SRR5215713,2016-09-13,,1.2.3.18.175.782.5024,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-13,65
SRR5194230,2016-09-13,Turkey,1.2.3.18.353.353.5624,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-13,65
SRR5193033,2016-09-13,Turkey,1.2.3.18.353.353.5615,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-13,65
SRR5216370,2016-12-30,,1.2.3.151.362.363.6710,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-30,65
SRR5216050,2016-12-30,India,1.2.3.18.2769.3503.6731,20.593684,78.96288,0.0,India,Asia,Southern Asia,2016-12-30,65
SRR5220448,2016-12-30,,1.2.3.18.365.3470.6677,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-30,65
SRR5220950,2016-12-30,,1.2.3.151.362.363.6331,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-30,65
SRR5585046,2016-12-30,,1.2.3.151.362.363.6693,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-30,65
SRR5216605,2016-11-21,,1.2.3.151.151.718.6229,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-21,65
SRR5216526,2016-11-18,,1.2.3.151.151.783.2809,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-18,65
SRR6919770,2016-11-18,Greece,1.2.3.18.62.62.4841,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2016-11-18,65
SRR5193628,2016-11-17,,1.2.3.151.362.363.6140,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-17,65
SRR5216536,2016-11-17,Turkey,1.2.3.151.356.372.6293,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-11-17,65
SRR5194147,2016-11-17,,1.2.3.18.180.5091.11045,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-17,65
SRR5215657,2016-11-16,,1.2.3.18.175.175.6277,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-16,65
SRR5193918,2016-11-16,,1.2.3.151.362.363.6291,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-16,65
SRR6922563,2016-09-21,,1.2.3.203.2182.2671.5203,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-21,65
SRR6900702,2016-09-21,Turkey,1.2.3.18.353.353.5716,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-21,65
SRR5220148,2016-09-21,,1.2.3.18.323.2409.3971,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-21,65
SRR5193229,2016-09-21,,1.2.3.18.175.175.5732,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-21,65
SRR5193659,2016-11-22,,1.2.3.151.362.363.6067,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-22,65
SRR5193051,2016-11-22,,1.2.3.151.362.363.6328,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-22,65
SRR5193763,2016-11-21,,1.2.3.18.175.175.6309,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-21,65
SRR5194239,2016-11-21,,1.2.3.18.175.175.3397,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-21,65
SRR6900964,2016-09-22,,1.2.3.151.362.363.4662,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-22,65
SRR6920125,2016-09-21,Czech republic,1.2.3.18.180.180.11135,49.817492,15.472962,0.0,Czech republic,Europe,Eastern Europe,2016-09-21,65
SRR5216317,2016-09-21,Hungary,1.2.3.18.175.175.5732,47.162494,19.503304,0.0,Hungary,Europe,Eastern Europe,2016-09-21,65
SRR5216157,2016-09-20,Turkey,1.2.3.18.353.353.5716,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-20,65
SRR5220546,2016-09-20,Spain,1.2.3.151.362.363.5718,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2016-09-20,65
SRR6920477,2016-09-20,Greece,1.2.3.18.62.62.5721,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2016-09-20,65
SRR5215664,2016-09-20,,1.2.3.18.2489.3111.5735,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-20,65
SRR5216286,2016-09-20,Turkey,1.2.3.18.353.2128.5980,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-20,65
SRR6898093,2016-11-24,,1.2.3.18.175.175.3397,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-24,65
SRR5216419,2016-11-24,,1.2.3.151.362.363.6337,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-24,65
SRR5220449,2016-11-23,,1.2.3.151.151.783.2809,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-23,65
SRR5216401,2016-11-23,,1.2.3.18.180.180.10913,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-23,65
SRR5216462,2016-11-23,,1.2.3.18.536.1947.6349,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-23,65
SRR6918871,2016-11-23,,1.2.3.18.536.1947.6349,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-23,65
SRR5193667,2016-11-23,,1.2.3.151.151.151.6342,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-23,65
SRR1966935,2014-05-29,,1.2.3.18.38.38.949,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-05-29,65
SRR5193676,2016-11-11,,1.2.3.151.362.363.6233,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-11,65
SRR5194285,2016-09-26,,1.2.3.151.151.151.5763,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-26,65
SRR6918595,2016-09-26,Greece,1.2.3.18.323.2409.5713,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2016-09-26,65
SRR5193077,2016-09-26,Turkey,1.2.3.18.353.353.5233,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-26,65
SRR6900944,2016-09-23,Spain,1.2.3.151.362.363.5755,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2016-09-23,65
SRR6898853,2016-09-23,,1.2.3.18.536.1947.5758,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-23,65
SRR8788794,2019-03-15,,1.2.3.18.365.1120.12853,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-03-15,65
SRR8788905,2019-03-15,,1.2.3.18.536.1947.7701,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-03-15,65
SRR8788970,2019-03-15,,1.2.3.18.536.1947.7701,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-03-15,65
SRR8774504,2019-03-13,,1.2.3.18.779.854.12851,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-03-13,65
SRR1968853,2014-05-29,,1.2.3.421.484.620.743,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-05-29,65
SRR1969011,2014-05-29,Turkey,1.2.3.18.353.1112.1483,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2014-05-29,65
SRR1967907,2014-05-29,,1.2.3.151.356.372.641,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-05-29,65
SRR1965973,2014-05-29,,1.2.3.18.353.353.1241,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-05-29,65
SRR1969761,2014-05-29,,1.2.3.18.938.1050.1383,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-05-29,65
SRR6919247,2016-11-23,,1.2.3.151.151.718.6229,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-23,65
SRR5194139,2016-11-15,,1.2.3.18.175.175.6086,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-15,65
SRR6900825,2016-11-15,,1.2.3.151.356.372.6283,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-15,65
SRR6922682,2016-11-15,Tunisia,1.2.3.151.356.372.6293,33.886917,9.537499,0.0,Tunisia,Africa,Northern Africa,2016-11-15,65
SRR6924160,2016-11-15,,1.2.3.151.362.363.5812,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-15,65
SRR5220743,2016-11-15,,1.2.3.18.536.1947.6294,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-15,65
SRR5193150,2016-11-15,,1.2.3.18.175.175.6276,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-15,65
SRR5194098,2016-09-23,Turkey,1.2.3.18.353.353.5748,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-23,65
SRR5215843,2016-09-22,,1.2.3.18.323.2409.5813,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-22,65
SRR5193510,2016-09-22,,1.2.3.18.353.3118.5800,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-22,65
SRR5193069,2016-09-22,,1.2.3.18.323.2409.5064,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-22,65
SRR6921977,2016-09-22,,1.2.3.18.353.473.5794,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-22,65
SRR5215721,2016-09-22,Ethiopia,1.2.3.18.365.366.5789,9.145,40.489673,0.0,Ethiopia,Africa,Sub-Saharan Africa,2016-09-22,65
SRR5216533,2016-09-22,Turkey,1.2.3.18.353.473.5801,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-22,65
SRR5220898,2016-09-22,Greece,1.2.3.18.62.62.5721,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2016-09-22,65
SRR5220688,2016-12-06,,1.2.3.151.362.363.6423,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-12-06,65
SRR5216330,2016-09-16,Turkey,1.2.3.18.2445.3047.5539,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-16,65
SRR6900699,2016-09-15,Poland,1.2.3.18.180.5120.10980,51.919438,19.145136,0.0,Poland,Europe,Eastern Europe,2016-09-15,65
SRR5194218,2016-09-15,,1.2.3.18.2226.2749.4874,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-15,65
SRR5194272,2016-09-15,,1.2.3.18.2445.3051.5547,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-15,65
SRR3049073,2014-06-09,,1.2.3.25.25.25.25,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-09,65
